"sample_ID","start_measurement","start_equilibration","drying_interval","equilibration_interval","psi_1","psi_2","psi","comment","minutes","campaign"
"FASY_04","2024-07-10 19:35:00","2024-07-10 19:00:00",10260,35,"33.5",NA,33.5,NA,595,"2"
"FASY_04","2024-07-10 23:43:00","2024-07-10 23:15:00",14880,28,"34",NA,34,NA,843,"2"
"FASY_04","2024-07-11 09:40:00","2024-07-11 09:05:00",35820,35,"35",NA,35,NA,1440,"2"
"FASY_04","2024-07-11 17:40:00","2024-07-11 13:38:00",28800,242,"37",NA,37,NA,1920,"2"
"FASY_04","2024-07-11 18:26:00","2024-07-11 17:49:00",2760,37,"41",NA,41,NA,1966,"2"
"FASY_04","2024-07-12 09:57:00","2024-07-12 09:12:00",55860,45,"49",NA,49,NA,2897,"2"
"FASY_04","2024-07-12 12:48:00","2024-07-12 12:10:00",10260,38,"59",NA,59,NA,3068,"2"
"FASY_04","2024-07-12 16:32:00","2024-07-12 15:05:00",13440,87,"61",NA,61,NA,3292,"2"
"FREX_05","2024-07-10 09:48:00","2024-07-10 09:10:00",NA,38,NA,NA,9.3,"time in cavicam is wrong, synchronize with 06
20231127-034531 start time",0,"2"
"FREX_05","2024-07-10 10:28:00","2024-07-10 09:55:00",2400,33,NA,NA,7.1,"cav13",40,"2"
"FREX_05","2024-07-10 12:23:00","2024-07-10 11:28:00",6900,55,NA,NA,15.7,NA,155,"2"
"FREX_05","2024-07-10 13:07:00","2024-07-10 12:32:00",2640,35,NA,NA,20,NA,199,"2"
"FREX_05","2024-07-10 14:46:00","2024-07-10 14:12:00",5940,34,NA,NA,NA,"strong bubbles at 6.3",298,"2"
"FREX_05","2024-07-10 16:47:00","2024-07-10 16:12:00",7260,35,NA,NA,23,"28",419,"2"
"FREX_05","2024-07-10 19:38:00","2024-07-10 19:00:00",10260,38,NA,NA,31,NA,590,"2"
"FREX_05","2024-07-10 23:47:00","2024-07-10 23:15:00",14940,32,NA,NA,33,NA,839,"2"
"FREX_05","2024-07-11 09:42:00","2024-07-11 09:05:00",35700,37,NA,NA,32,NA,1434,"2"
"FREX_05","2024-07-11 17:43:00","2024-07-11 13:38:00",28860,245,NA,NA,33,NA,1915,"2"
"FREX_05","2024-07-11 18:30:00","2024-07-11 17:49:00",2820,41,NA,NA,33.5,NA,1962,"2"
"FREX_05","2024-07-12 10:00:00","2024-07-12 09:12:00",55800,48,NA,NA,36.5,NA,2892,"2"
"FREX_05","2024-07-12 12:52:00","2024-07-12 12:10:00",10320,42,NA,NA,36.5,NA,3064,"2"
"FREX_05","2024-07-12 15:50:00","2024-07-12 15:05:00",10680,45,NA,NA,39,NA,3242,"2"
"FREX_05","2024-07-12 17:29:00","2024-07-12 16:58:00",5940,31,NA,NA,41,NA,3341,"2"
"FREX_05","2024-07-12 19:44:00","2024-07-12 19:15:00",8100,29,NA,NA,39,NA,3476,"2"
"FREX_06","2024-07-13 17:43:00","2024-07-13 17:20:00",79140,23,NA,NA,54.5,NA,4797,"2"
"FREX_06","2024-07-10 09:46:00","2024-07-10 09:10:00",NA,36,"18.3",NA,18.3,"8.1",0,"2"
"FREX_06","2024-07-10 10:30:00","2024-07-10 09:55:00",2640,35,"23",NA,23,"cav17",44,"2"
"FREX_06","2024-07-10 12:25:00","2024-07-10 11:28:00",6900,57,"26",NA,26,NA,159,"2"
"FREX_06","2024-07-10 13:10:00","2024-07-10 12:32:00",2700,38,"28",NA,28,NA,204,"2"
"FREX_06","2024-07-10 14:50:00","2024-07-10 14:12:00",6000,38,"29",NA,29,NA,304,"2"
"FREX_06","2024-07-10 16:50:00","2024-07-10 16:12:00",7200,38,"31",NA,31,"33",424,"2"
"FREX_06","2024-07-10 19:41:00","2024-07-10 19:00:00",10260,41,"38",NA,38,NA,595,"2"
"FREX_06","2024-07-10 23:50:00","2024-07-10 23:15:00",14940,35,"39",NA,39,NA,844,"2"
"FREX_06","2024-07-11 09:44:00","2024-07-11 09:05:00",35640,39,"39",NA,39,NA,1438,"2"
"FREX_06","2024-07-11 17:47:00","2024-07-11 13:38:00",28980,249,"41",NA,41,NA,1921,"2"
"FREX_06","2024-07-11 18:33:00","2024-07-11 17:49:00",2760,44,"43",NA,43,NA,1967,"2"
"FREX_06","2024-07-12 10:03:00","2024-07-12 09:12:00",55800,51,"46.5",NA,46.5,NA,2897,"2"
"FREX_06","2024-07-12 12:58:00","2024-07-12 12:10:00",10500,48,"48.5",NA,48.5,NA,3072,"2"
"FREX_06","2024-07-12 15:58:00","2024-07-12 15:05:00",10800,53,"52",NA,52,NA,3252,"2"
"FREX_06","2024-07-12 17:33:00","2024-07-12 16:58:00",5700,35,"51",NA,51,NA,3347,"2"
"FREX_06","2024-07-12 19:50:00","2024-07-12 19:15:00",8220,35,"58",NA,58,NA,3484,"2"
"FREX_06","2024-07-13 17:43:00","2024-07-13 17:20:00",78780,23,"66",NA,66,NA,4797,"2"
"FREX_07","2024-07-10 09:44:00","2024-07-10 09:10:00",NA,34,"4.9",NA,4.9,"cav14",0,"2"
"FREX_07","2024-07-10 10:32:00","2024-07-10 09:55:00",2880,37,"5.4",NA,5.4,NA,48,"2"
"FREX_07","2024-07-10 12:27:00","2024-07-10 11:28:00",6900,59,"12.5",NA,12.5,NA,163,"2"
"FREX_07","2024-07-10 13:12:00","2024-07-10 12:32:00",2700,40,"19",NA,19,"first at 12.3",208,"2"
"FREX_07","2024-07-10 14:53:00","2024-07-10 14:12:00",6060,41,"22",NA,22,"9.6",309,"2"
"FREX_07","2024-07-10 16:53:00","2024-07-10 16:12:00",7200,41,"25",NA,25,NA,429,"2"
"FREX_07","2024-07-10 19:43:00","2024-07-10 19:00:00",10200,43,"28",NA,28,"25",599,"2"
"FREX_07","2024-07-10 23:53:00","2024-07-10 23:15:00",15000,38,"28",NA,28,NA,849,"2"
"FREX_07","2024-07-11 09:47:00","2024-07-11 09:05:00",35640,42,"27",NA,27,NA,1443,"2"
"FREX_07","2024-07-11 17:50:00","2024-07-11 13:38:00",28980,252,"30",NA,30,NA,1926,"2"
"FREX_07","2024-07-11 18:33:00","2024-07-11 17:49:00",2580,44,"31",NA,31,NA,1969,"2"
"FREX_07","2024-07-12 10:07:00","2024-07-12 09:12:00",56040,55,"32",NA,32,NA,2903,"2"
"FREX_07","2024-07-12 13:03:00","2024-07-12 12:10:00",10560,53,"33",NA,33,NA,3079,"2"
"FREX_07","2024-07-12 15:54:00","2024-07-12 15:05:00",10260,49,"35",NA,35,NA,3250,"2"
"FREX_07","2024-07-12 17:38:00","2024-07-12 16:58:00",6240,40,"36",NA,36,NA,3354,"2"
"FREX_07","2024-07-12 19:55:00","2024-07-12 19:15:00",8220,40,"37",NA,37,NA,3491,"2"
"FREX_07","2024-07-13 17:43:00","2024-07-13 17:20:00",78480,23,"45.5",NA,45.5,NA,4799,"2"
"FREX_07","2024-07-14 13:03:00","2024-07-14 13:50:00",69600,-47,"55",NA,55,NA,5959,"2"
"FREX_07","2024-07-15 12:55:00","2024-07-15 12:35:00",85920,20,"60",NA,60,NA,7391,"2"
"FREX_08","2024-07-10 09:42:00","2024-07-10 09:10:00",NA,32,"22",NA,22,"4.8",0,"2"
"FREX_08","2024-07-10 10:34:00","2024-07-10 09:55:00",3120,39,"25",NA,25,"4.5",52,"2"
"FREX_08","2024-07-10 12:29:00","2024-07-10 11:28:00",6900,61,NA,NA,NA,"5.5 sic!",167,"2"
"FREX_08","2024-07-10 13:14:00","2024-07-10 12:32:00",2700,42,"30",NA,30,"cav4",212,"2"
"FREX_08","2024-07-10 14:56:00","2024-07-10 14:12:00",6120,44,"30",NA,30,NA,314,"2"
"FREX_08","2024-07-10 16:56:00","2024-07-10 16:12:00",7200,44,"34",NA,34,NA,434,"2"
"FREX_08","2024-07-10 19:45:00","2024-07-10 19:00:00",10140,45,"38",NA,38,NA,603,"2"
"FREX_08","2024-07-10 23:56:00","2024-07-10 23:15:00",15060,41,"39",NA,39,NA,854,"2"
"FREX_08","2024-07-11 09:50:00","2024-07-11 09:05:00",35640,45,"38",NA,38,NA,1448,"2"
"FREX_08","2024-07-11 17:52:00","2024-07-11 13:38:00",28920,254,"39",NA,39,NA,1930,"2"
"FREX_08","2024-07-11 18:36:00","2024-07-11 17:49:00",2640,47,"44",NA,44,NA,1974,"2"
"FREX_08","2024-07-12 10:12:00","2024-07-12 09:12:00",56160,60,"46.5",NA,46.5,NA,2910,"2"
"FREX_08","2024-07-12 13:08:00","2024-07-12 12:10:00",10560,58,"52",NA,52,NA,3086,"2"
"FREX_08","2024-07-12 16:22:00","2024-07-12 15:05:00",11640,77,"59",NA,59,"very wilted",3280,"2"
"FREX_08","2024-07-12 17:40:00","2024-07-12 16:58:00",4680,42,NA,NA,NA,"40+, too much air escaping",3358,"2"
"FASY_01","1723627440","1723626000",NA,24,"5.9",NA,5.9,NA,0,"3"
"FASY_01","1723630140","1723628400",45,29,"15.1",NA,15.1,NA,45,"3"
"FASY_01","1723632600","1723631100",41,25,"19.5",NA,19.5,NA,86,"3"
"FASY_01","1723637160","1723634580",76,43,"24",NA,24,NA,162,"3"
"FASY_01","1723640760","1723638480",60,38,"25.7",NA,25.7,NA,222,"3"
"FASY_01","1723644480","1723642020",62,41,"27.9",NA,27.9,NA,284,"3"
"FASY_01","1723647960","1723645740",58,37,"28.7",NA,28.7,NA,342,"3"
"FASY_01","1723653240","1723651620",88,27,"34.4",NA,34.4,NA,430,"3"
"FASY_01","1723659000","1723656600",96,40,"38.2",NA,38.2,NA,526,"3"
"FASY_01","1723664100","1723662000",85,35,"45.2",NA,45.2,NA,611,"3"
"FASY_01","1723677000","1723670100",215,115,"48.2",NA,48.2,NA,826,"3"
"FASY_01","1723678200","1723676700",20,25,"63.4",NA,63.4,NA,846,"3"
"FASY_01","1723714200","1723712400",600,30,"63",NA,63,NA,1446,"3"
"FASY_01","1723725480","1723722600",188,48,"65.5",NA,65.5,NA,1634,"3"
"FASY_02","1723627560","1723626000",NA,26,"1.8",NA,1.8,NA,0,"3"
"FASY_02","1723630620","1723628400",51,37,"3",NA,3,NA,51,"3"
"FASY_02","1723632780","1723631100",36,28,"4.8",NA,4.8,NA,87,"3"
"FASY_02","1723637280","1723634580",75,45,"11.7",NA,11.7,NA,162,"3"
"FASY_02","1723640880","1723638480",60,40,"15.3",NA,15.3,NA,222,"3"
"FASY_02","1723644600","1723642020",62,43,"18.3",NA,18.3,NA,284,"3"
"FASY_02","1723648080","1723645740",58,39,"20",NA,20,NA,342,"3"
"FASY_02","1723653420","1723651620",89,30,"25.1",NA,25.1,NA,431,"3"
"FASY_02","1723659120","1723656600",95,42,"28.5",NA,28.5,NA,526,"3"
"FASY_02","1723664880","1723662000",96,48,"30",NA,30,NA,622,"3"
"FASY_02","1723678020","1723670100",219,132,"34.1",NA,34.1,NA,841,"3"
"FASY_02","1723679280","1723676700",21,43,"39.9",NA,39.9,NA,862,"3"
"FASY_02","1723714680","1723712400",590,38,"54",NA,54,NA,1452,"3"
"FASY_02","1723725600","1723722600",182,50,"60.7",NA,60.7,NA,1634,"3"
"FASY_02","1723732620","1723729800",117,47,NA,"70+",NA,NA,1751,"3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"FASY_03","1723627620","1723626000",NA,27,"6.2",NA,6.2,NA,0,"3"
"FASY_03","1723629780","1723628400",36,23,"6.3",NA,6.3,NA,36,"3"
"FASY_03","1723633020","1723631100",54,32,"15.7",NA,15.7,NA,90,"3"
"FASY_03","1723637460","1723634580",74,48,"20",NA,20,NA,164,"3"
"FASY_03","1723641000","1723638480",59,42,"25.8",NA,25.8,NA,223,"3"
"FASY_03","1723644780","1723642020",63,46,"26.7",NA,26.7,NA,286,"3"
"FASY_03","1723648260","1723645740",58,42,"29.5",NA,29.5,NA,344,"3"
"FASY_03","1723653600","1723651620",89,33,"44.8",NA,44.8,NA,433,"3"
"FASY_03","1723659240","1723656600",94,44,"54.5",NA,54.5,NA,527,"3"
"FASY_03","1723664700","1723662000",91,45,"73",NA,73,NA,618,"3"
"FASY_03","1723677840","1723670100",219,129,"59",NA,59,NA,837,"3"
"FASY_03","1723678680","1723676700",14,33,"63",NA,63,NA,851,"3"
"FASY_03","1723715100","1723712400",607,45,"67",NA,67,NA,1458,"3"
"FASY_04","1723627740","1723626000",NA,29,"2.3",NA,2.3,NA,0,"3"
"FASY_04","1723630020","1723628400",38,27,"2.3","3.8",2.3,NA,38,"3"
"FASY_04","1723633560","1723631100",59,41,"8.6",NA,8.6,NA,97,"3"
"FASY_04","1723637640","1723634580",68,51,"15.9",NA,15.9,NA,165,"3"
"FASY_04","1723641180","1723638480",59,45,"20.5",NA,20.5,NA,224,"3"
"FASY_04","1723644900","1723642020",62,48,"25",NA,25,NA,286,"3"
"FASY_04","1723648440","1723645740",59,45,"26.8",NA,26.8,NA,345,"3"
"FASY_04","1723653780","1723651620",89,36,"30.6",NA,30.6,NA,434,"3"
"FASY_04","1723659360","1723656600",93,46,"34.8",NA,34.8,NA,527,"3"
"FASY_04","1723664880","1723662000",92,48,"36.6",NA,36.6,NA,619,"3"
"FASY_04","1723678020","1723670100",219,132,"41.6",NA,41.6,NA,838,"3"
"FASY_04","1723679280","1723676700",21,43,"47.2",NA,47.2,NA,859,"3"
"FASY_04","1723715400","1723712400",602,50,"51",NA,51,NA,1461,"3"
"FASY_04","1723725600","1723722600",170,50,"63.6",NA,63.6,NA,1631,"3"
"FREX_05","1723626600","1723625100",NA,25,"21.8",NA,21.8,"8.1",0,"3"
"FREX_05","1723628880","1723627200",38,28,"21.9",NA,21.9,NA,38,"3"
"FREX_05","1723633740","1723631400",81,39,"23.5",NA,23.5,NA,119,"3"
"FREX_05","1723637820","1723634580",68,54,"27.9",NA,27.9,NA,187,"3"
"FREX_05","1723641300","1723638480",58,47,"28.3",NA,28.3,NA,245,"3"
"FREX_05","1723645080","1723642020",63,51,"30.2",NA,30.2,NA,308,"3"
"FREX_05","1723648620","1723645740",59,48,"32.5",NA,32.5,NA,367,"3"
"FREX_05","1723654020","1723651620",90,40,"30.9",NA,30.9,NA,457,"3"
"FREX_05","1723659480","1723656600",91,48,"37.2",NA,37.2,NA,548,"3"
"FREX_05","1723664880","1723662000",90,48,"36.3",NA,36.3,NA,638,"3"
"FREX_05","1723677600","1723670100",212,125,"40.2",NA,40.2,NA,850,"3"
"FREX_05","1723679040","1723676700",24,39,"39",NA,39,NA,874,"3"
"FREX_05","1723715100","1723712400",601,45,"43",NA,43,NA,1475,"3"
"FREX_05","1723726020","1723722600",182,57,"49",NA,49,NA,1657,"3"
"FREX_05","1723732920","1723729800",115,52,"56","55",56,NA,1772,"3"
"FREX_05","1723738500","1723737000",93,25,"59.5","45",59.5,NA,1865,"3"
"FREX_06","1723626780","1723625100",NA,28,"25",NA,25,NA,NA,"3"
"FREX_06","1723629000","1723627200",37,30,"27.7",NA,27.7,NA,NA,"3"
"FREX_06","1723633920","1723631400",82,42,"33.5",NA,33.5,NA,NA,"3"
"FREX_06","1723638000","1723634580",68,57,"34.8",NA,34.8,NA,NA,"3"
"FREX_06","1723641480","1723638480",58,50,"37.9",NA,37.9,NA,NA,"3"
"FREX_06","1723645260","1723642020",63,54,"40.6",NA,40.6,NA,NA,"3"
"FREX_06","1723648800","1723645740",59,51,"43",NA,43,NA,NA,"3"
"FREX_06","1723654200","1723651620",90,43,"49",NA,49,NA,NA,"3"
"FREX_06","1723659600","1723656600",90,50,"55.5",NA,55.5,NA,NA,"3"
"FREX_06","1723664640","1723662000",84,44,"71",NA,71,NA,NA,"3"
"FREX_06","1723677780","1723670100",219,128,"70+",NA,NA,NA,NA,"3"
"FREX_07","1723627020","1723625100",NA,32,"11.6",NA,11.6,NA,0,"3"
"FREX_07","1723629120","1723627200",35,32,"12.4",NA,12.4,NA,35,"3"
"FREX_07","1723634100","1723631100",83,50,"15.8","21.6",15.8,NA,118,"3"
"FREX_07","1723638180","1723634580",68,60,"20",NA,20,NA,186,"3"
"FREX_07","1723641660","1723638480",58,53,"22.5",NA,22.5,"26",244,"3"
"FREX_07","1723645440","1723642020",63,57,"27.5",NA,27.5,NA,307,"3"
"FREX_07","1723649040","1723645740",60,55,"31.1",NA,31.1,NA,367,"3"
"FREX_07","1723654380","1723651620",89,46,"35.3",NA,35.3,NA,456,"3"
"FREX_07","1723659780","1723656600",90,53,"35.8",NA,35.8,NA,546,"3"
"FREX_07","1723664880","1723662000",85,48,"38.7",NA,38.7,NA,631,"3"
"FREX_07","1723678020","1723670100",219,132,"41.2",NA,41.2,NA,850,"3"
"FREX_07","1723679280","1723676700",21,43,"40.3",NA,40.3,NA,871,"3"
"FREX_07","1723715400","1723712400",602,50,"49",NA,49,NA,1473,"3"
"FREX_07","1723726140","1723722600",179,59,"53.6",NA,53.6,NA,1652,"3"
"FREX_07","1723732740","1723729800",110,49,"57","53",57,NA,1762,"3"
"FREX_07","1723738380","1723737000",94,23,"62.5",NA,62.5,NA,1856,"3"
"FREX_08","1723627200","1723625100",NA,35,"24",NA,24,NA,NA,"3"
"FREX_08","1723629240","1723627200",34,34,"24.2",NA,24.2,NA,NA,"3"
"FREX_08","1723634280","1723631100",84,53,"27.1",NA,27.1,NA,NA,"3"
"FREX_08","1723638360","1723634580",68,63,"28.5",NA,28.5,NA,NA,"3"
"FREX_08","1723641840","1723638480",58,56,"29.3",NA,29.3,NA,NA,"3"
"FREX_08","1723645620","1723642020",63,60,"29","30.4",29,NA,NA,"3"
"FREX_08","1723649220","1723645740",60,58,"32.6",NA,32.6,NA,NA,"3"
"FREX_08","1723654680","1723651620",91,51,"34",NA,34,NA,NA,"3"
"FREX_08","1723660020","1723656600",89,57,"37.2",NA,37.2,NA,NA,"3"
"FREX_08","1723665060","1723662000",84,51,"40",NA,40,NA,NA,"3"
"FREX_08","1723678200","1723670100",219,135,"46.4",NA,46.4,NA,NA,"3"
"FREX_08","1723679460","1723676700",21,46,"47","42",47,NA,NA,"3"
"FREX_08","1723715400","1723712400",599,50,NA,"75+",75,"leaves wilted",NA,"3"